81,81,81,81,81,84,84,84,84,84
84,84,67,56,73,22,52,52,53,53
52,52,52,23,81,81,82,81,81,84
7,52,52,53,52,52,53,52,52,52
53,8,62,73,64,74,73,56,40,52
52,53,52,52,52,41,62,67,67,82
81,81,81,81,81,81,81,81,81,81
81,84,84,83,84,84,67,64,73,22
52,53,52,52,52,52,53,23,81,81
81,82,81,81,1,52,52,52,52,52
52,52,52,52,52,1,56,73,62,74
73,66,40,53,52,52,53,52,52,41
66,67,67,82,81,81,82,81,81,81
81,81,81,81,81,81,84,84,84,84
67,74,73,16,18,18,18,18,18,18
18,16,81,82,81,81,81,82,7,53
52,53,53,52,52,53,52,53,52,8
64,73,74,58,73,74,40,52,52,52
52,53,53,41,60,67,67,81,81,81
81,81,81,81,81,82,81,81,81,82
81,84,84,84,67,58,73,16,31,16
32,16,33,89,25,16,81,81,81,81
81,81,1,3,13,14,3,1,1,3
1,1,3,1,74,73,66,74,73,74
40,34,34,34,34,34,34,41,74,67
67,81,81,81,81,81,81,81,81,81
82,81,81,81,81,84,83,84,67,62
78,74,74,74,74,74,74,74,74,74
74,74,74,74,74,74,1,2,1,6
11,1,6,12,6,1,2,1,64,73
74,60,73,62,34,43,48,35,48,35
34,34,56,67,67,79,82,81,81,81
81,81,81,81,81,81,81,81,81,84
84,84,72,68,68,68,68,68,68,68
68,68,68,68,68,68,68,68,68,68
68,68,68,68,68,68,68,68,68,68
68,68,68,68,68,68,68,68,68,68
68,68,68,68,68,68,68,70,67,80
79,79,81,81,81,81,81,81,81,82
81,81,81,84,84,84,61,55,59,63
54,67,73,71,68,68,68,68,68,68
68,68,68,68,68,68,68,68,68,68
68,68,68,68,68,68,68,68,68,68
68,68,68,68,68,68,68,68,68,68
68,68,70,68,68,69,80,81,81,81
81,81,81,81,81,81,81,84,84,84
84,84,84,84,56,67,73,67,83,84
81,81,82,81,81,81,81,81,81,84
84,84,73,73,61,65,73,55,73,65
57,61,73,73,59,73,65,59,73,55
55,73,59,73,65,67,79,80,80,67
79,79,82,81,81,81,81,81,81,81
81,84,84,84,83,84,84,84,64,67
73,67,84,83,81,81,81,81,81,81
82,81,81,83,84,84,71,74,74,74
74,74,74,74,74,74,74,69,79,80
80,80,79,79,79,80,79,79,80,67
53,52,52,67,77,74,81,81,81,81
81,81,81,82,84,84,84,84,84,84
84,84,66,67,73,67,84,82,81,81
81,81,81,81,81,81,81,83,84,84
67,65,59,73,73,57,61,65,73,65
73,67,55,40,34,52,52,52,52,53
34,41,74,67,6,3,6,67,73,1
81,81,81,81,81,81,81,81,84,84
83,84,84,84,84,84,62,67,73,67
84,81,81,81,81,81,81,81,81,82
81,84,83,84,67,74,74,74,74,74
74,74,74,74,74,67,73,34,40,53
54,54,54,52,38,34,56,67,6,2
6,67,73,4,81,81,81,81,81,81
81,84,84,84,84,84,84,84,84,84
58,67,73,67,84,82,81,81,81,81
81,81,81,81,81,84,84,84,67,73
55,57,65,59,63,73,73,65,61,67
73,40,34,52,54,54,54,52,34,41
62,67,74,74,74,67,73,1,81,81
81,81,81,81,81,84,84,84,84,84
84,84,84,84,62,67,73,67,81,81
81,81,81,81,81,82,81,81,81,84
84,84,67,61,65,59,73,63,57,73
61,73,73,67,73,34,40,52,53,52
52,53,41,34,74,67,52,53,52,67
73,4,81,81,81,81,81,81,84,84
84,84,84,83,84,84,84,84,56,67
73,67,84,84,81,81,81,81,81,81
84,84,84,83,84,84,67,74,74,74
74,74,74,74,74,74,74,67,73,40
34,36,34,36,34,36,34,41,66,67
21,18,21,67,73,1,81,81,81,81
81,84,84,84,84,84,84,84,84,84
84,84,62,73,73,72,68,68,68,68
68,68,68,68,68,68,68,68,68,68
70,57,59,65,55,73,73,59,73,55
59,67,73,34,36,93,36,46,36,47
36,34,74,67,21,17,21,67,73,7
81,81,82,81,81,84,84,84,84,84
84,84,83,83,84,84,84,84,73,84
84,84,84,84,84,84,84,83,84,84
84,84,83,67,79,80,80,80,79,79
80,79,80,79,79,67,73,34,35,92
44,39,39,43,35,34,62,67,74,74
74,67,73,1,81,81,81,81,81,84
84,84,84,84,84,84,84,84,84,84
84,84,73,84,84,84,84,84,84,83
84,84,84,83,83,84,84,67,79,79
79,79,80,79,80,79,80,80,79,67
78,74,74,74,74,74,74,74,74,74
55,67,53,52,52,67,73,4,81,81
81,81,84,84,84,84,84,84,83,84
84,84,84,83,84,84,73,59,73,55
73,65,59,73,73,84,84,84,83,84
79,67,73,68,68,68,68,68,68,68
68,68,68,67,73,68,68,68,68,68
68,68,68,68,68,70,36,36,36,67
73,16,81,81,81,81,84,84,83,84
84,84,84,84,84,84,84,84,84,84
73,40,40,52,52,53,52,41,41,84
84,83,84,79,79,67,73,37,40,53
52,52,52,53,41,38,62,67,73,19
22,52,52,52,52,53,23,20,74,67
36,35,36,67,73,22,81,81,81,81
84,84,84,84,84,84,84,83,84,84
84,84,84,84,73,40,40,52,53,52
52,41,41,84,84,84,84,79,80,67
73,37,34,52,54,54,54,52,34,38
74,67,73,19,16,52,54,54,54,52
16,20,62,67,74,74,74,67,73,16
81,82,81,83,84,84,84,84,84,84
84,84,84,84,84,84,84,84,73,40
34,34,36,34,34,34,41,84,84,80
79,79,79,67,73,37,40,53,54,54
54,52,41,38,74,67,73,19,22,52
54,54,54,53,23,20,74,67,52,53
52,67,73,22,81,81,81,84,84,84
84,84,84,84,84,84,84,84,84,84
84,84,73,34,44,45,35,34,46,48
34,79,79,79,79,79,79,67,73,37
34,52,52,53,52,52,34,38,64,67
73,19,16,53,52,52,52,52,16,20
62,67,18,18,21,67,73,16,81,81
81,83,84,84,84,84,84,83,84,84
84,83,84,84,84,84,78,74,74,74
74,74,74,74,74,74,74,74,74,74
74,67,73,34,34,36,36,36,36,36
34,34,74,67,73,16,16,21,16,21
16,21,16,16,74,67,21,17,21,67
73,19,81,81,81,81,84,84,84,84
84,83,84,83,84,84,84,83,84,84
84,84,84,84,84,84,84,79,79,79
79,79,79,79,79,67,73,34,36,34
39,93,39,34,36,34,64,67,73,16
18,16,18,28,18,29,18,16,64,67
