81, 81, 81, 81, 81, 82, 40, 52, 52, 53
52, 52, 53, 52, 52, 52, 53, 41, 62, 73
64, 74, 73, 56, 40, 52, 52, 53, 52, 52
52, 41, 81, 82, 81, 81, 81, 81, 34, 52
52, 52, 52, 52, 52, 52, 52, 52, 52, 34
56, 73, 62, 74, 73, 66, 40, 53, 52, 52
53, 52, 52, 41, 81, 81, 81, 81, 81, 82
40, 53, 52, 53, 53, 52, 52, 53, 52, 53
52, 41, 64, 73, 74, 58, 73, 74, 40, 52
52, 52, 52, 53, 53, 41, 82, 81, 81, 82
81, 81, 34, 36, 36, 36, 36, 36, 36, 36
36, 36, 36, 34, 74, 73, 66, 74, 73, 74
40, 34, 34, 34, 34, 34, 34, 41, 81, 81
81, 82, 81, 81, 34, 49, 34, 50, 34, 51
34, 43, 92, 45, 39, 34, 64, 73, 74, 60
73, 62, 34, 43, 48, 35, 48, 35, 34, 34
68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 68, 68, 68, 68, 68, 68
68, 68, 68, 68, 81, 81, 81, 81, 81, 82
84, 84, 84, 84, 84, 84, 84, 83, 84, 84
84, 84, 84, 84, 84, 84, 84, 79, 79, 79
79, 79, 79, 79, 79, 79, 81, 81, 81, 82
81, 81, 84, 83, 84, 84, 83, 83, 83, 84
84, 84, 84, 83, 84, 84, 84, 83, 84, 79
79, 79, 79, 79, 79, 79, 79, 79, 81, 81
82, 81, 81, 81, 84, 84, 84, 73, 65, 59
73, 73, 57, 61, 84, 84, 84, 84, 83, 84
79, 79, 79, 80, 79, 79, 80, 79, 79, 79
81, 81, 82, 81, 82, 84, 84, 84, 84, 71
74, 74, 74, 74, 74, 74, 84, 84, 84, 84
84, 84, 79, 79, 79, 80, 79, 79, 79, 79
79, 79, 81, 82, 81, 81, 84, 84, 84, 83
84, 67, 73, 55, 57, 65, 59, 63, 84, 84
83, 84, 84, 79, 79, 79, 79, 80, 79, 79
79, 79, 79, 79, 81, 81, 81, 81, 84, 84
84, 84, 84, 67, 65, 65, 59, 73, 63, 57
84, 84, 84, 84, 84, 79, 79, 79, 79, 79
79, 79, 79, 79, 79, 79, 81, 81, 81, 82
84, 84, 84, 84, 84, 67, 74, 74, 74, 74
74, 74, 84, 84, 84, 84, 79, 79, 79, 79
79, 79, 79, 80, 79, 79, 79, 79, 68, 68
68, 68, 68, 68, 68, 68, 68, 70, 57, 59
65, 55, 73, 73, 84, 84, 84, 79, 80, 79
79, 79, 79, 79, 79, 79, 79, 79, 79, 79
84, 84, 84, 84, 84, 84, 84, 84, 84, 84
84, 84, 84, 84, 84, 84, 84, 84, 79, 79
79, 79, 79, 79, 79, 79, 79, 79, 79, 79
79, 79, 84, 84, 83, 83, 83, 83, 84, 84
84, 84, 84, 84, 84, 84, 84, 84, 84, 79
79, 80, 79, 79, 79, 79, 79, 79, 79, 79
79, 79, 79, 79, 84, 84, 84, 84, 84, 84
83, 84, 84, 84, 83, 84, 84, 84, 84, 84
79, 79, 79, 79, 79, 79, 79, 79, 79, 79
22, 53, 52, 52, 23, 79, 84, 84, 84, 84
84, 84, 84, 84, 84, 84, 84, 84, 84, 84
84, 84, 79, 79, 79, 79, 79, 79, 79, 79
79, 79, 16, 25, 21, 24, 16, 79, 84, 84
84, 84, 84, 84, 84, 84, 84, 83, 84, 84
84, 84, 84, 79, 79, 79, 79, 79, 79, 82
82, 82, 81, 79, 74, 74, 74, 74, 74, 74
84, 84, 84, 84, 84, 79, 79, 84, 84, 84
84, 84, 84, 79, 79, 79, 79, 79, 81, 81
81, 81, 81, 81, 81, 79, 79, 79, 79, 79
79, 79, 84, 84, 84, 84, 84, 79, 79, 79
79, 79, 79, 79, 79, 79, 79, 79, 79, 81
81, 81, 81, 81, 81, 81, 81, 79, 79, 80
80, 79, 79, 79, 84, 84, 84, 84, 79, 79
79, 79, 79, 79, 79, 79, 79, 79, 79, 81
81, 81, 82, 82, 81, 81, 81, 81, 81, 79
80, 80, 79, 79, 79, 79, 84, 84, 84, 84
79, 79, 79, 79, 79, 79, 79, 80, 79, 79
81, 81, 81, 81, 82, 81, 81, 81, 82, 81
81, 81, 79, 79, 81, 82, 82, 79, 84, 84
84, 84, 79, 79, 79, 80, 79, 79, 79, 79
79, 79, 81, 81, 81, 81, 81, 81, 81, 81
81, 81, 81, 81, 81, 79, 81, 81, 81, 81
84, 84, 84, 79, 79, 79, 79, 79, 79, 79
79, 79, 79, 79, 82, 81, 81, 81, 81, 81
81, 81, 81, 81, 81, 81, 81, 81, 81, 81
81, 81, 84, 84, 84, 79, 79, 79, 79, 79
79, 79, 79, 79, 79, 79, 82, 81, 81, 81
81, 81, 81, 81, 82, 81, 81, 81, 81, 81
82, 81, 81, 81, 84, 84, 84, 79, 79, 79
80, 79, 79, 79, 79, 80, 79, 79, 81, 81
81, 81, 81, 82, 81, 81, 81, 81, 81, 82
81, 81, 81, 81, 81, 81, 84, 84, 84, 79
79, 79, 80, 79, 79, 79, 79, 79, 79, 79
79, 81, 81, 81, 81, 81, 81, 81, 81, 81
81, 82, 81, 81, 81, 81, 81, 81, 84, 84
79, 79, 79, 79, 79, 79, 79, 80, 79, 79
79, 79, 79, 79, 79, 81, 81, 81, 81, 81
82, 81, 81, 81, 81, 81, 81, 81, 81, 81
84, 84, 79, 79, 79, 79, 79, 79, 79, 79
80, 79, 79, 79, 79, 79, 79, 79, 79, 81
81, 81, 81, 81, 81, 81, 81, 81, 81, 81
79, 80, 84, 79, 79, 79, 79, 79, 79, 79
79, 79, 79, 79, 79, 79, 79, 80, 80, 79
79, 79, 79, 79, 79, 79, 79, 79, 79, 79
79, 79, 79, 79, 
